"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT11"
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-02",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-03",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-04",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-05",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-06",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-07",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-08",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-09",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-10",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-11",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-12",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-13",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-14",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-15",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-16",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-17",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-18",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-19",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-20",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-21",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-22",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-23",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-24",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-25",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-26",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-27",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-28",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-29",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-30",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-07-31",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-01",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-02",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-03",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-04",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-05",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-06",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-07",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-08",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-09",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-10",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-11",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-12",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-13",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-14",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-15",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-16",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-17",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-18",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-19",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-20",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-21",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-22",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-23",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-24",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-25",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-26",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-27",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-28",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-29",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-30",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-08-31",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-01",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-02",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-03",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-04",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-05",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-06",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-07",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-08",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-09",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-10",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-12",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-13",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-14",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-15",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-16",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-17",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-18",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-19",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-20",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-21",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-22",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-23",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-24",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-25",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-26",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-27",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-28",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-29",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-09-30",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-01",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-02",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-03",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-04",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-05",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-06",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-07",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-08",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-09",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-10",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-11",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-12",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-13",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-14",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-15",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-16",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-17",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-18",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-19",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-20",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-29",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-30",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-10-31",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-01",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-02",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-03",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-04",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-05",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-06",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-07",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-08",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-09",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-10",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-11",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-12",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-13",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-14",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-15",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-16",,,,,,,,,,
"US1ILDP0098","DOWNERS GROVE 0.9 S, IL US","41.784019","-88.016753","229.5","2015-11-17",,,,,,,,,,
